date,home_team,away_team,home_score,away_score,team_a,team_b
2005-10-17,Charlton,Fulham,1.0,1.0,Charlton,Fulham
2005-10-22,Portsmouth,Charlton,1.0,2.0,Charlton,Portsmouth
2005-10-29,Charlton,Bolton,0.0,1.0,Bolton,Charlton
2005-11-05,Blackburn,Charlton,4.0,1.0,Blackburn,Charlton
2005-11-19,Charlton,Man United,1.0,3.0,Charlton,Man United
2005-11-26,Aston Villa,Charlton,1.0,0.0,Aston Villa,Charlton
2005-12-04,Cadiz,Zaragoza,1.0,2.0,Cadiz,Zaragoza
2005-12-04,Charlton,Man City,2.0,5.0,Charlton,Man City
2005-12-10,Charlton,Sunderland,2.0,0.0,Charlton,Sunderland
2005-12-11,La Coruna,Cadiz,1.0,0.0,Cadiz,La Coruna
2005-12-17,Wigan,Charlton,3.0,0.0,Charlton,Wigan
2005-12-17,Portsmouth,West Brom,1.0,0.0,Portsmouth,West Brom
2005-12-26,Charlton,Arsenal,0.0,1.0,Arsenal,Charlton
2005-12-31,Charlton,West Ham,2.0,0.0,Charlton,West Ham
2006-01-02,Everton,Charlton,3.0,1.0,Charlton,Everton
2006-01-08,Alaves,Zaragoza,0.0,2.0,Alaves,Zaragoza
2006-01-14,Charlton,Birmingham,2.0,0.0,Birmingham,Charlton
2006-01-15,Malaga,Cadiz,0.0,2.0,Cadiz,Malaga
2006-01-21,Birmingham,Portsmouth,5.0,0.0,Birmingham,Portsmouth
2006-01-22,Chelsea,Charlton,1.0,1.0,Charlton,Chelsea
2006-01-28,Cadiz,Santander,1.0,1.0,Cadiz,Santander
2006-01-31,Charlton,West Brom,0.0,0.0,Charlton,West Brom
2006-02-05,Santander,Celta,0.0,1.0,Celta,Santander
2006-02-05,Tottenham,Charlton,3.0,1.0,Charlton,Tottenham
2006-02-08,Charlton,Liverpool,2.0,0.0,Charlton,Liverpool
2006-02-12,Man City,Charlton,3.0,2.0,Charlton,Man City
2006-02-12,Alaves,Malaga,3.0,2.0,Alaves,Malaga
2006-02-22,Newcastle,Charlton,0.0,0.0,Charlton,Newcastle
2006-02-25,Charlton,Aston Villa,0.0,0.0,Aston Villa,Charlton
2006-02-26,West Brom,Middlesbrough,0.0,2.0,Middlesbrough,West Brom
2006-02-26,Alaves,Santander,2.0,2.0,Alaves,Santander
2006-03-04,Cadiz,Espanol,2.0,0.0,Cadiz,Espanol
2006-03-04,Middlesbrough,Birmingham,1.0,0.0,Birmingham,Middlesbrough
2006-03-04,Liverpool,Charlton,0.0,0.0,Charlton,Liverpool
2006-03-11,Birmingham,West Brom,1.0,1.0,Birmingham,West Brom
2006-03-12,Charlton,Middlesbrough,2.0,1.0,Charlton,Middlesbrough
2006-03-18,Arsenal,Charlton,3.0,0.0,Arsenal,Charlton
2006-03-26,Charlton,Newcastle,3.0,1.0,Charlton,Newcastle
2006-04-02,West Ham,Charlton,0.0,0.0,Charlton,West Ham
2006-04-08,Charlton,Everton,0.0,0.0,Charlton,Everton
2006-04-15,Fulham,Charlton,2.0,1.0,Charlton,Fulham
2006-04-16,Zaragoza,Cadiz,1.0,2.0,Cadiz,Zaragoza
2006-04-17,Charlton,Portsmouth,2.0,1.0,Charlton,Portsmouth
2006-04-22,Bolton,Charlton,4.0,1.0,Bolton,Charlton
2006-04-22,Celta,Zaragoza,4.0,0.0,Celta,Zaragoza
2006-04-23,Cadiz,La Coruna,1.0,1.0,Cadiz,La Coruna
2006-04-29,Birmingham,Newcastle,0.0,0.0,Birmingham,Newcastle
2006-04-29,Charlton,Blackburn,0.0,2.0,Blackburn,Charlton
2006-05-07,Man United,Charlton,4.0,0.0,Charlton,Man United
2006-05-07,Zaragoza,Alaves,3.0,0.0,Alaves,Zaragoza
2006-05-13,Alaves,La Coruna,1.0,0.0,Alaves,La Coruna
2006-05-13,Cadiz,Malaga,5.0,0.0,Cadiz,Malaga
2006-08-19,Reading,Middlesbrough,3.0,2.0,Middlesbrough,Reading
2006-08-19,West Ham,Charlton,3.0,1.0,Charlton,West Ham
2006-08-23,Charlton,Man United,0.0,3.0,Charlton,Man United
2006-08-26,Charlton,Bolton,2.0,0.0,Bolton,Charlton
2006-08-27,Espanol,Gimnastic,0.0,1.0,Espanol,Gimnastic
2006-09-09,Chelsea,Charlton,2.0,1.0,Charlton,Chelsea
2006-09-09,Sheffield United,Blackburn,0.0,0.0,Blackburn,Sheffield United
2006-09-09,Bolton,Watford,1.0,0.0,Bolton,Watford
2006-09-10,Gimnastic,Celta,1.0,2.0,Celta,Gimnastic
2006-09-16,Sheffield United,Reading,1.0,2.0,Reading,Sheffield United
2006-09-16,Charlton,Portsmouth,0.0,1.0,Charlton,Portsmouth
2006-09-17,Recreativo,Levante,0.0,1.0,Levante,Recreativo
2006-09-17,Osasuna,Gimnastic,2.0,0.0,Gimnastic,Osasuna
2006-09-23,Wigan,Watford,1.0,1.0,Watford,Wigan
2006-09-23,Aston Villa,Charlton,2.0,0.0,Aston Villa,Charlton
2006-09-24,Sociedad,Recreativo,2.0,3.0,Recreativo,Sociedad
2006-09-24,Gimnastic,Santander,2.0,2.0,Gimnastic,Santander
2006-09-30,Sheffield United,Middlesbrough,2.0,1.0,Middlesbrough,Sheffield United
2006-09-30,Charlton,Arsenal,1.0,2.0,Arsenal,Charlton
2006-10-01,Santander,Celta,1.0,1.0,Celta,Santander
2006-10-01,Valencia,Gimnastic,4.0,0.0,Gimnastic,Valencia
2006-10-02,Watford,Fulham,3.0,3.0,Fulham,Watford
2006-10-15,Gimnastic,Ath Bilbao,2.0,3.0,Ath Bilbao,Gimnastic
2006-10-16,Fulham,Charlton,2.0,1.0,Charlton,Fulham
2006-10-21,Charlton,Watford,0.0,0.0,Charlton,Watford
2006-10-22,Sevilla,Gimnastic,2.0,1.0,Gimnastic,Sevilla
2006-10-28,Portsmouth,Reading,3.0,1.0,Portsmouth,Reading
2006-10-28,Newcastle,Charlton,0.0,0.0,Charlton,Newcastle
2006-10-28,Gimnastic,Real Madrid,1.0,3.0,Gimnastic,Real Madrid
2006-11-04,Watford,Middlesbrough,2.0,0.0,Middlesbrough,Watford
2006-11-04,Charlton,Man City,1.0,0.0,Charlton,Man City
2006-11-05,Recreativo,Gimnastic,2.0,1.0,Gimnastic,Recreativo
2006-11-11,Sheffield United,Bolton,2.0,2.0,Bolton,Sheffield United
2006-11-11,Wigan,Charlton,3.0,2.0,Charlton,Wigan
2006-11-12,Gimnastic,La Coruna,0.0,0.0,Gimnastic,La Coruna
2006-11-12,Celta,Recreativo,1.0,2.0,Celta,Recreativo
2006-11-18,Reading,Charlton,2.0,0.0,Charlton,Reading
2006-11-18,Portsmouth,Watford,2.0,1.0,Portsmouth,Watford
2006-11-19,Zaragoza,Gimnastic,3.0,0.0,Gimnastic,Zaragoza
2006-11-25,Charlton,Everton,1.0,1.0,Charlton,Everton
2006-11-26,Celta,Zaragoza,1.0,1.0,Celta,Zaragoza
2006-11-26,Gimnastic,Mallorca,2.0,3.0,Gimnastic,Mallorca
2006-11-28,Watford,Sheffield United,0.0,1.0,Sheffield United,Watford
2006-12-02,Reading,Bolton,1.0,0.0,Bolton,Reading
2006-12-02,Sheffield United,Charlton,2.0,1.0,Charlton,Sheffield United
2006-12-03,Villarreal,Gimnastic,2.0,0.0,Gimnastic,Villarreal
2006-12-05,Charlton,Blackburn,1.0,0.0,Blackburn,Charlton
2006-12-09,Tottenham,Charlton,5.0,1.0,Charlton,Tottenham
2006-12-09,Watford,Reading,0.0,0.0,Reading,Watford
2006-12-10,Gimnastic,Levante,2.0,1.0,Gimnastic,Levante
2006-12-16,Wigan,Sheffield United,0.0,1.0,Sheffield United,Wigan
2006-12-16,Charlton,Liverpool,0.0,3.0,Charlton,Liverpool
2006-12-16,Reading,Blackburn,1.0,2.0,Blackburn,Reading
2006-12-17,Sociedad,Gimnastic,3.0,2.0,Gimnastic,Sociedad
2006-12-20,Gimnastic,Betis,0.0,1.0,Betis,Gimnastic
2006-12-23,Portsmouth,Sheffield United,3.0,1.0,Portsmouth,Sheffield United
2006-12-23,Middlesbrough,Charlton,2.0,0.0,Charlton,Middlesbrough
2006-12-26,Chelsea,Reading,2.0,2.0,Chelsea,Reading
2006-12-27,Charlton,Fulham,2.0,2.0,Charlton,Fulham
2006-12-30,Blackburn,Middlesbrough,2.0,1.0,Blackburn,Middlesbrough
2006-12-30,Man United,Reading,3.0,2.0,Man United,Reading
2006-12-30,Charlton,Aston Villa,2.0,1.0,Aston Villa,Charlton
2007-01-01,Middlesbrough,Sheffield United,3.0,1.0,Middlesbrough,Sheffield United
2007-01-01,Reading,West Ham,6.0,0.0,Reading,West Ham
2007-01-01,Fulham,Watford,0.0,0.0,Fulham,Watford
2007-01-02,Arsenal,Charlton,4.0,0.0,Arsenal,Charlton
2007-01-06,Ath Madrid,Gimnastic,0.0,0.0,Ath Madrid,Gimnastic
2007-01-13,Sheffield United,Portsmouth,1.0,1.0,Portsmouth,Sheffield United
2007-01-13,Charlton,Middlesbrough,1.0,3.0,Charlton,Middlesbrough
2007-01-14,Everton,Reading,1.0,1.0,Everton,Reading
2007-01-14,Gimnastic,Getafe,1.0,3.0,Getafe,Gimnastic
2007-01-20,Reading,Sheffield United,3.0,1.0,Reading,Sheffield United
2007-01-20,Portsmouth,Charlton,0.0,1.0,Charlton,Portsmouth
2007-01-20,Middlesbrough,Bolton,5.0,1.0,Bolton,Middlesbrough
2007-01-21,Zaragoza,Recreativo,0.0,0.0,Recreativo,Zaragoza
2007-01-21,Barcelona,Gimnastic,3.0,0.0,Barcelona,Gimnastic
2007-01-23,Watford,Blackburn,2.0,1.0,Blackburn,Watford
2007-01-28,Gimnastic,Espanol,4.0,0.0,Espanol,Gimnastic
2007-01-28,Mallorca,Recreativo,2.0,1.0,Mallorca,Recreativo
2007-01-30,Portsmouth,Middlesbrough,0.0,0.0,Middlesbrough,Portsmouth
2007-01-30,Reading,Wigan,3.0,2.0,Reading,Wigan
2007-01-30,Sheffield United,Fulham,2.0,0.0,Fulham,Sheffield United
2007-01-31,Bolton,Charlton,1.0,1.0,Bolton,Charlton
2007-02-03,Charlton,Chelsea,0.0,1.0,Charlton,Chelsea
2007-02-03,Blackburn,Sheffield United,2.0,1.0,Blackburn,Sheffield United
2007-02-03,Man City,Reading,0.0,2.0,Man City,Reading
2007-02-03,Watford,Bolton,0.0,1.0,Bolton,Watford
2007-02-04,Celta,Gimnastic,1.0,1.0,Celta,Gimnastic
2007-02-04,Recreativo,Villarreal,2.0,1.0,Recreativo,Villarreal
2007-02-10,Reading,Aston Villa,2.0,0.0,Aston Villa,Reading
2007-02-10,Man United,Charlton,2.0,0.0,Charlton,Man United
2007-02-11,Gimnastic,Osasuna,2.0,3.0,Gimnastic,Osasuna
2007-02-11,Levante,Recreativo,2.0,1.0,Levante,Recreativo
2007-02-18,Recreativo,Sociedad,1.0,0.0,Recreativo,Sociedad
2007-02-18,Santander,Gimnastic,4.0,1.0,Gimnastic,Santander
2007-02-21,Watford,Wigan,1.0,1.0,Watford,Wigan
2007-02-24,Charlton,West Ham,4.0,0.0,Charlton,West Ham
2007-02-24,Middlesbrough,Reading,2.0,1.0,Middlesbrough,Reading
2007-02-25,Betis,Recreativo,0.0,0.0,Betis,Recreativo
2007-02-25,Celta,Santander,2.0,2.0,Celta,Santander
2007-02-25,Gimnastic,Valencia,1.0,1.0,Gimnastic,Valencia
2007-03-03,Watford,Charlton,2.0,2.0,Charlton,Watford
2007-03-03,Arsenal,Reading,2.0,1.0,Arsenal,Reading
2007-03-03,Newcastle,Middlesbrough,0.0,0.0,Middlesbrough,Newcastle
2007-03-04,Recreativo,Ath Madrid,1.0,0.0,Ath Madrid,Recreativo
2007-03-04,Ath Bilbao,Gimnastic,0.0,2.0,Ath Bilbao,Gimnastic
2007-03-11,Gimnastic,Sevilla,1.0,0.0,Gimnastic,Sevilla
2007-03-11,Getafe,Recreativo,1.0,1.0,Getafe,Recreativo
2007-03-17,Recreativo,Barcelona,0.0,4.0,Barcelona,Recreativo
2007-03-17,Reading,Portsmouth,0.0,0.0,Portsmouth,Reading
2007-03-18,Charlton,Newcastle,2.0,0.0,Charlton,Newcastle
2007-03-18,Real Madrid,Gimnastic,2.0,0.0,Gimnastic,Real Madrid
2007-03-31,Bolton,Sheffield United,1.0,0.0,Bolton,Sheffield United
2007-03-31,Charlton,Wigan,1.0,0.0,Charlton,Wigan
2007-04-01,Gimnastic,Recreativo,1.0,1.0,Gimnastic,Recreativo
2007-04-01,Tottenham,Reading,1.0,0.0,Reading,Tottenham
2007-04-06,Man City,Charlton,0.0,0.0,Charlton,Man City
2007-04-07,Middlesbrough,Watford,4.0,1.0,Middlesbrough,Watford
2007-04-07,Reading,Liverpool,1.0,2.0,Liverpool,Reading
2007-04-08,Recreativo,Celta,4.0,2.0,Celta,Recreativo
2007-04-08,La Coruna,Gimnastic,1.0,0.0,Gimnastic,La Coruna
2007-04-09,Charlton,Reading,0.0,0.0,Charlton,Reading
2007-04-09,Watford,Portsmouth,4.0,2.0,Portsmouth,Watford
2007-04-14,Portsmouth,Newcastle,2.0,1.0,Newcastle,Portsmouth
2007-04-14,Middlesbrough,Aston Villa,1.0,3.0,Aston Villa,Middlesbrough
2007-04-14,Reading,Fulham,1.0,0.0,Fulham,Reading
2007-04-15,Gimnastic,Zaragoza,1.0,0.0,Gimnastic,Zaragoza
2007-04-15,Everton,Charlton,2.0,1.0,Charlton,Everton
2007-04-15,Osasuna,Recreativo,1.0,1.0,Osasuna,Recreativo
2007-04-18,Blackburn,Watford,3.0,1.0,Blackburn,Watford
2007-04-21,Bolton,Reading,1.0,3.0,Bolton,Reading
2007-04-21,Charlton,Sheffield United,1.0,1.0,Charlton,Sheffield United
2007-04-22,Recreativo,Santander,4.0,2.0,Recreativo,Santander
2007-04-22,Zaragoza,Celta,2.0,0.0,Celta,Zaragoza
2007-04-22,Mallorca,Gimnastic,1.0,0.0,Gimnastic,Mallorca
2007-04-28,Valencia,Recreativo,2.0,0.0,Recreativo,Valencia
2007-04-28,Blackburn,Charlton,4.0,1.0,Blackburn,Charlton
2007-04-28,Sheffield United,Watford,1.0,0.0,Sheffield United,Watford
2007-04-29,Gimnastic,Villarreal,0.0,3.0,Gimnastic,Villarreal
2007-04-30,Reading,Newcastle,1.0,0.0,Newcastle,Reading
2007-05-05,Wigan,Middlesbrough,0.0,1.0,Middlesbrough,Wigan
2007-05-05,Reading,Watford,0.0,2.0,Reading,Watford
2007-05-06,Recreativo,Ath Bilbao,0.0,0.0,Ath Bilbao,Recreativo
2007-05-06,Levante,Gimnastic,2.0,0.0,Gimnastic,Levante
2007-05-07,Charlton,Tottenham,0.0,2.0,Charlton,Tottenham
2007-05-12,Sevilla,Recreativo,2.0,1.0,Recreativo,Sevilla
2007-05-13,Middlesbrough,Fulham,3.0,1.0,Fulham,Middlesbrough
2007-05-13,Liverpool,Charlton,2.0,2.0,Charlton,Liverpool
2007-05-13,Blackburn,Reading,3.0,3.0,Blackburn,Reading
2007-05-13,Sheffield United,Wigan,1.0,2.0,Sheffield United,Wigan
2007-05-13,Gimnastic,Sociedad,1.0,3.0,Gimnastic,Sociedad
2007-05-19,Betis,Gimnastic,1.0,1.0,Betis,Gimnastic
2007-05-20,Recreativo,Real Madrid,2.0,3.0,Real Madrid,Recreativo
2007-05-27,Recreativo,Espanol,0.0,1.0,Espanol,Recreativo
2007-05-27,Gimnastic,Ath Madrid,0.0,2.0,Ath Madrid,Gimnastic
2007-06-09,Sociedad,Santander,0.0,0.0,Santander,Sociedad
2007-06-10,La Coruna,Recreativo,2.0,5.0,La Coruna,Recreativo
2007-06-10,Getafe,Gimnastic,0.0,1.0,Getafe,Gimnastic
2007-06-17,Recreativo,Zaragoza,1.0,1.0,Recreativo,Zaragoza
2007-06-17,Gimnastic,Barcelona,1.0,5.0,Barcelona,Gimnastic
2007-08-11,Middlesbrough,Blackburn,1.0,2.0,Blackburn,Middlesbrough
2007-08-11,Derby,Portsmouth,2.0,2.0,Derby,Portsmouth
2007-08-12,Man United,Reading,0.0,0.0,Man United,Reading
2007-08-15,Wigan,Middlesbrough,1.0,0.0,Middlesbrough,Wigan
2007-08-15,Reading,Chelsea,1.0,2.0,Chelsea,Reading
2007-08-15,Man City,Derby,1.0,0.0,Derby,Man City
2007-08-18,Tottenham,Derby,4.0,0.0,Derby,Tottenham
2007-08-18,Reading,Everton,1.0,0.0,Everton,Reading
2007-08-18,Fulham,Middlesbrough,1.0,2.0,Fulham,Middlesbrough
2007-08-25,Bolton,Reading,3.0,0.0,Bolton,Reading
2007-08-25,Derby,Birmingham,1.0,2.0,Birmingham,Derby
2007-08-26,Middlesbrough,Newcastle,2.0,2.0,Middlesbrough,Newcastle
2007-08-26,Recreativo,Betis,1.0,1.0,Betis,Recreativo
2007-08-26,Murcia,Zaragoza,2.0,1.0,Murcia,Zaragoza
2007-09-01,Levante,Murcia,0.0,0.0,Levante,Murcia
2007-09-01,Liverpool,Derby,6.0,0.0,Derby,Liverpool
2007-09-01,Reading,West Ham,0.0,3.0,Reading,West Ham
2007-09-01,Middlesbrough,Birmingham,2.0,0.0,Birmingham,Middlesbrough
2007-09-02,Getafe,Recreativo,1.0,1.0,Getafe,Recreativo
2007-09-15,Sunderland,Reading,2.0,1.0,Reading,Sunderland
2007-09-16,Sevilla,Recreativo,4.0,1.0,Recreativo,Sevilla
2007-09-16,Murcia,Ath Madrid,1.0,1.0,Ath Madrid,Murcia
2007-09-17,Derby,Newcastle,1.0,0.0,Derby,Newcastle
2007-09-22,Recreativo,Espanol,2.0,1.0,Espanol,Recreativo
2007-09-22,Reading,Wigan,2.0,1.0,Reading,Wigan
2007-09-22,Arsenal,Derby,5.0,0.0,Arsenal,Derby
2007-09-23,Villarreal,Murcia,2.0,0.0,Murcia,Villarreal
2007-09-26,La Coruna,Recreativo,0.0,2.0,La Coruna,Recreativo
2007-09-26,Murcia,Almeria,0.0,1.0,Almeria,Murcia
2007-09-29,Portsmouth,Reading,7.0,4.0,Portsmouth,Reading
2007-09-29,Derby,Bolton,1.0,1.0,Bolton,Derby
2007-09-30,Valladolid,Murcia,1.0,4.0,Murcia,Valladolid
2007-09-30,Recreativo,Valencia,0.0,1.0,Recreativo,Valencia
2007-10-07,Real Madrid,Recreativo,2.0,0.0,Real Madrid,Recreativo
2007-10-07,Murcia,Betis,0.0,0.0,Betis,Murcia
2007-10-07,Reading,Derby,1.0,0.0,Derby,Reading
2007-10-20,Fulham,Derby,0.0,0.0,Derby,Fulham
2007-10-20,Blackburn,Reading,4.0,2.0,Blackburn,Reading
2007-10-21,Getafe,Murcia,2.0,0.0,Getafe,Murcia
2007-10-21,Recreativo,Mallorca,0.0,2.0,Mallorca,Recreativo
2007-10-27,Reading,Newcastle,2.0,1.0,Newcastle,Reading
2007-10-28,Derby,Everton,0.0,2.0,Derby,Everton
2007-10-28,Murcia,Recreativo,1.0,0.0,Murcia,Recreativo
2007-10-31,Recreativo,Santander,0.0,0.0,Recreativo,Santander
2007-11-01,Espanol,Murcia,0.0,0.0,Espanol,Murcia
2007-11-03,Fulham,Reading,3.0,1.0,Fulham,Reading
2007-11-03,Newcastle,Portsmouth,1.0,4.0,Newcastle,Portsmouth
2007-11-03,Aston Villa,Derby,2.0,0.0,Aston Villa,Derby
2007-11-04,Murcia,La Coruna,0.0,2.0,La Coruna,Murcia
2007-11-04,Ath Bilbao,Recreativo,2.0,0.0,Ath Bilbao,Recreativo
2007-11-10,Derby,West Ham,0.0,5.0,Derby,West Ham
2007-11-10,Valencia,Murcia,3.0,0.0,Murcia,Valencia
2007-11-11,Recreativo,Osasuna,1.0,0.0,Osasuna,Recreativo
2007-11-11,Bolton,Middlesbrough,0.0,0.0,Bolton,Middlesbrough
2007-11-12,Reading,Arsenal,1.0,3.0,Arsenal,Reading
2007-11-24,Middlesbrough,Aston Villa,0.0,3.0,Aston Villa,Middlesbrough
2007-11-24,Murcia,Real Madrid,1.0,1.0,Murcia,Real Madrid
2007-11-24,Man City,Reading,2.0,1.0,Man City,Reading
2007-11-24,Birmingham,Portsmouth,0.0,2.0,Birmingham,Portsmouth
2007-11-24,Derby,Chelsea,0.0,2.0,Chelsea,Derby
2007-11-24,Barcelona,Recreativo,3.0,0.0,Barcelona,Recreativo
2007-12-01,Reading,Middlesbrough,1.0,1.0,Middlesbrough,Reading
2007-12-01,Sunderland,Derby,1.0,0.0,Derby,Sunderland
2007-12-02,Recreativo,Zaragoza,2.0,1.0,Recreativo,Zaragoza
2007-12-02,Mallorca,Murcia,1.0,1.0,Mallorca,Murcia
2007-12-08,Newcastle,Birmingham,2.0,1.0,Birmingham,Newcastle
2007-12-08,Reading,Liverpool,3.0,1.0,Liverpool,Reading
2007-12-08,Man United,Derby,4.0,1.0,Derby,Man United
2007-12-09,Sevilla,Murcia,3.0,1.0,Murcia,Sevilla
2007-12-09,Levante,Recreativo,0.0,2.0,Levante,Recreativo
2007-12-15,Birmingham,Reading,1.0,1.0,Birmingham,Reading
2007-12-15,Derby,Middlesbrough,0.0,1.0,Derby,Middlesbrough
2007-12-16,Recreativo,Ath Madrid,0.0,0.0,Ath Madrid,Recreativo
2007-12-16,Murcia,Santander,2.0,1.0,Murcia,Santander
2007-12-22,Bolton,Birmingham,3.0,0.0,Birmingham,Bolton
2007-12-22,Reading,Sunderland,2.0,1.0,Reading,Sunderland
2007-12-22,Middlesbrough,West Ham,1.0,2.0,Middlesbrough,West Ham
2007-12-22,Liverpool,Portsmouth,4.0,1.0,Liverpool,Portsmouth
2007-12-23,Villarreal,Recreativo,1.0,1.0,Recreativo,Villarreal
2007-12-23,Newcastle,Derby,2.0,2.0,Derby,Newcastle
2007-12-23,Ath Bilbao,Murcia,1.0,1.0,Ath Bilbao,Murcia
2007-12-26,Portsmouth,Arsenal,0.0,0.0,Arsenal,Portsmouth
2007-12-26,Derby,Liverpool,1.0,2.0,Derby,Liverpool
2007-12-26,West Ham,Reading,1.0,1.0,Reading,West Ham
2007-12-26,Birmingham,Middlesbrough,3.0,0.0,Birmingham,Middlesbrough
2007-12-29,Portsmouth,Middlesbrough,0.0,1.0,Middlesbrough,Portsmouth
2007-12-29,Tottenham,Reading,6.0,4.0,Reading,Tottenham
2007-12-30,Derby,Blackburn,1.0,2.0,Blackburn,Derby
2008-01-01,Reading,Portsmouth,0.0,2.0,Portsmouth,Reading
2008-01-01,Middlesbrough,Everton,0.0,2.0,Everton,Middlesbrough
2008-01-01,Man United,Birmingham,1.0,0.0,Birmingham,Man United
2008-01-02,Bolton,Derby,1.0,0.0,Bolton,Derby
2008-01-06,Recreativo,Almeria,1.0,1.0,Almeria,Recreativo
2008-01-06,Murcia,Osasuna,2.0,0.0,Murcia,Osasuna
2008-01-12,Barcelona,Murcia,4.0,0.0,Barcelona,Murcia
2008-01-12,Aston Villa,Reading,3.0,1.0,Aston Villa,Reading
2008-01-12,Derby,Wigan,0.0,1.0,Derby,Wigan
2008-01-13,Valladolid,Recreativo,3.0,1.0,Recreativo,Valladolid
2008-01-19,Blackburn,Middlesbrough,1.0,1.0,Blackburn,Middlesbrough
2008-01-19,Birmingham,Chelsea,0.0,1.0,Birmingham,Chelsea
2008-01-19,Portsmouth,Derby,3.0,1.0,Derby,Portsmouth
2008-01-19,Reading,Man United,0.0,2.0,Man United,Reading
2008-01-20,Zaragoza,Murcia,3.0,1.0,Murcia,Zaragoza
2008-01-20,Betis,Recreativo,1.0,1.0,Betis,Recreativo
2008-01-27,Recreativo,Getafe,1.0,3.0,Getafe,Recreativo
2008-01-27,Murcia,Levante,2.0,3.0,Levante,Murcia
2008-01-29,Middlesbrough,Wigan,1.0,0.0,Middlesbrough,Wigan
2008-01-29,Sunderland,Birmingham,2.0,0.0,Birmingham,Sunderland
2008-01-30,Chelsea,Reading,1.0,0.0,Chelsea,Reading
2008-01-30,Man United,Portsmouth,2.0,0.0,Man United,Portsmouth
2008-01-30,Derby,Man City,1.0,1.0,Derby,Man City
2008-02-02,Reading,Bolton,0.0,2.0,Bolton,Reading
2008-02-02,Portsmouth,Chelsea,1.0,1.0,Chelsea,Portsmouth
2008-02-02,Birmingham,Derby,1.0,1.0,Birmingham,Derby
2008-02-03,Ath Madrid,Murcia,1.0,1.0,Ath Madrid,Murcia
2008-02-03,Newcastle,Middlesbrough,1.0,1.0,Middlesbrough,Newcastle
2008-02-03,Recreativo,Sevilla,1.0,2.0,Recreativo,Sevilla
2008-02-03,Levante,Santander,1.0,1.0,Levante,Santander
2008-02-09,Derby,Tottenham,0.0,3.0,Derby,Tottenham
2008-02-09,Middlesbrough,Fulham,1.0,0.0,Fulham,Middlesbrough
2008-02-09,Bolton,Portsmouth,0.0,1.0,Bolton,Portsmouth
2008-02-09,Murcia,Villarreal,0.0,1.0,Murcia,Villarreal
2008-02-09,Everton,Reading,1.0,0.0,Everton,Reading
2008-02-09,West Ham,Birmingham,1.0,1.0,Birmingham,West Ham
2008-02-10,Espanol,Recreativo,1.0,2.0,Espanol,Recreativo
2008-02-17,Recreativo,La Coruna,3.0,2.0,La Coruna,Recreativo
2008-02-17,Almeria,Murcia,1.0,0.0,Almeria,Murcia
2008-02-23,Wigan,Derby,2.0,0.0,Derby,Wigan
2008-02-23,Birmingham,Arsenal,2.0,2.0,Arsenal,Birmingham
2008-02-23,Liverpool,Middlesbrough,3.0,2.0,Liverpool,Middlesbrough
2008-02-23,Portsmouth,Sunderland,1.0,0.0,Portsmouth,Sunderland
2008-02-23,Valencia,Recreativo,1.0,1.0,Recreativo,Valencia
2008-02-24,Murcia,Valladolid,0.0,1.0,Murcia,Valladolid
2008-02-24,Reading,Aston Villa,1.0,2.0,Aston Villa,Reading
2008-03-01,Recreativo,Real Madrid,2.0,3.0,Real Madrid,Recreativo
2008-03-01,Derby,Sunderland,0.0,0.0,Derby,Sunderland
2008-03-01,Birmingham,Tottenham,4.0,1.0,Birmingham,Tottenham
2008-03-01,Middlesbrough,Reading,0.0,1.0,Middlesbrough,Reading
2008-03-02,Everton,Portsmouth,3.0,1.0,Everton,Portsmouth
2008-03-02,Betis,Murcia,4.0,0.0,Betis,Murcia
2008-03-02,Valladolid,Santander,0.0,1.0,Santander,Valladolid
2008-03-08,Reading,Man City,2.0,0.0,Man City,Reading
2008-03-09,Murcia,Getafe,0.0,3.0,Getafe,Murcia
2008-03-09,Santander,Betis,3.0,0.0,Betis,Santander
2008-03-09,Mallorca,Recreativo,7.0,1.0,Mallorca,Recreativo
2008-03-12,Aston Villa,Middlesbrough,1.0,1.0,Aston Villa,Middlesbrough
2008-03-12,Chelsea,Derby,6.0,1.0,Chelsea,Derby
2008-03-12,Portsmouth,Birmingham,4.0,2.0,Birmingham,Portsmouth
2008-03-15,Recreativo,Murcia,4.0,2.0,Murcia,Recreativo
2008-03-15,Liverpool,Reading,2.0,1.0,Liverpool,Reading
2008-03-15,Derby,Man United,0.0,1.0,Derby,Man United
2008-03-15,Arsenal,Middlesbrough,1.0,1.0,Arsenal,Middlesbrough
2008-03-15,Portsmouth,Aston Villa,2.0,0.0,Aston Villa,Portsmouth
2008-03-17,Birmingham,Newcastle,1.0,1.0,Birmingham,Newcastle
2008-03-22,Middlesbrough,Derby,1.0,0.0,Derby,Middlesbrough
2008-03-22,Reading,Birmingham,2.0,1.0,Birmingham,Reading
2008-03-22,Tottenham,Portsmouth,2.0,0.0,Portsmouth,Tottenham
2008-03-23,Murcia,Espanol,4.0,0.0,Espanol,Murcia
2008-03-23,Santander,Recreativo,2.0,0.0,Recreativo,Santander
2008-03-23,Zaragoza,Almeria,1.0,1.0,Almeria,Zaragoza
2008-03-29,Portsmouth,Wigan,2.0,0.0,Portsmouth,Wigan
2008-03-29,Birmingham,Man City,3.0,1.0,Birmingham,Man City
